scenario_id,sweep,model,aircraft_count,speed_kmh,speed_mps,building_density,building_count,vertiport_count,actual_vertiport_count,safety_distance_m,safety_label,weather,total_flights,success_flights,failed_flights,building_risk_count,building_collision_count,aircraft_collision_count,aircraft_conflict_sample_count,collision_risk_count,avg_flight_distance_m,avg_flight_time_s,avg_delay_s,avg_takeoff_pad_delay_s,avg_landing_pad_delay_s,avg_pad_delay_s,max_pad_delay_s,pad_wait_flight_count,avg_detour_distance_m,avg_altitude_changes,avg_path_changes,scenario_name,description,map_width,map_height,grid_size,road_width,fleet_size,duration_s,mission_interval_s,generated_missions,completed_within_duration,completed_after_duration,active_vehicle_count,avg_missions_per_active_vehicle,max_missions_per_vehicle,run_id,cycle,run_seed,wallclock_model
S2,continuous,A,100,240.0,66.66666666666667,0.35,556,12,12,152.4,500ft,disabled,1080,11,1069,1888,1888,7326,124628,9214,1329.758134618891,832.1202631232516,1066.0457072414442,1066.0457072414442,757.7952597665746,1823.8409670080189,4460.000000000004,1072,0.0,0.0,0.0,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,536,544,100,10.8,14,S2_cycle0000_A_seed1000,0,1000,A
S2,continuous,B,100,240.0,66.66666666666667,0.35,577,12,12,152.4,500ft,disabled,1080,44,1036,36,0,5483,61857,5483,1443.4439654439288,798.1555651314064,1075.1552163057024,1075.1552163057024,711.6574576866877,1786.8126739923896,3789.484734859221,1070,0.014586062101322687,0.6601851851851852,0.03333333333333333,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,520,560,100,10.8,13,S2_cycle0000_B_seed1001,0,1001,B
S2,continuous,C,100,240.0,66.66666666666667,0.35,563,12,12,152.4,500ft,disabled,1080,160,920,658,658,1805,31346,2463,1466.8478904106992,759.5585732491984,1122.9342171749236,1100.9342171749236,652.2285982653474,1753.1628154402727,3626.6678536507243,1064,0.0,0.6314814814814815,0.0,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,528,552,100,10.8,15,S2_cycle0000_C_seed1002,0,1002,C
S2,continuous,D,100,240.0,66.66666666666667,0.35,566,12,12,152.4,500ft,disabled,1080,268,812,39,46,1793,28102,1839,1850.2249854791846,811.3882456272853,1108.056778190673,1084.2790004128951,683.0705605743407,1767.3495609872311,3580.0,1065,0.04274623194128311,0.862037037037037,0.03148148148148148,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,522,558,100,10.8,13,S2_cycle0000_D_seed1003,0,1003,D
S2,continuous,A,100,240.0,66.66666666666667,0.35,602,12,12,152.4,500ft,disabled,1080,17,1063,1838,1838,5730,123864,7568,1370.4558355207078,835.5984822550511,1056.6738599069731,1056.6738599069731,769.773007068879,1826.4468669758526,4636.675506602267,1071,0.0,0.0,0.0,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,525,555,100,10.8,18,S2_cycle0001_A_seed1100,1,1100,A
S2,continuous,B,100,240.0,66.66666666666667,0.35,530,12,12,152.4,500ft,disabled,1080,31,1049,40,0,6065,66169,6065,1103.2863665059253,796.5283313662361,1059.457952104758,1059.457952104758,727.9603443080417,1787.4182964128022,3835.92102324882,1073,0.16760922922470717,0.44722222222222224,0.037037037037037035,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,529,551,100,10.8,14,S2_cycle0001_B_seed1101,1,1101,B
S2,continuous,C,100,240.0,66.66666666666667,0.35,559,12,12,152.4,500ft,disabled,1080,123,957,545,545,1587,22721,2132,1461.0389569889614,750.5659960889591,1189.2267110446721,1170.3378221557837,630.7291354850972,1801.0669576408795,3723.169692110285,1070,0.0,0.5824074074074074,0.0,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,514,566,100,10.8,14,S2_cycle0001_C_seed1102,1,1102,C
S2,continuous,D,100,240.0,66.66666666666667,0.35,557,12,12,152.4,500ft,disabled,1080,238,842,26,20,2375,62239,2395,1721.2239551813193,848.9707844876651,1109.2744639874272,1076.3855750985383,700.1544783127072,1776.5400534112441,4503.17951212265,1057,0.037432588502626575,0.8731481481481481,0.021296296296296296,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,502,578,100,10.8,16,S2_cycle0001_D_seed1103,1,1103,D
S2,continuous,A,100,240.0,66.66666666666667,0.35,567,12,12,152.4,500ft,disabled,1080,15,1065,1627,1627,5657,101409,7284,1355.807753401723,801.7951012799045,1048.9535253102574,1048.9535253102574,720.9231789317382,1769.876704241995,4441.670982123498,1069,0.0,0.0,0.0,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,537,543,100,10.8,14,S2_cycle0002_A_seed1200,2,1200,A
S2,continuous,B,100,240.0,66.66666666666667,0.35,574,12,12,152.4,500ft,disabled,1080,50,1030,87,0,5228,82061,5228,1372.960494128245,841.1874984753539,1084.9018204353004,1084.9018204353004,756.8251089980741,1841.7269294333746,4076.266881769172,1071,0.09025646660749446,0.7425925925925926,0.09166666666666666,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,519,561,100,10.8,16,S2_cycle0002_B_seed1201,2,1201,B
S2,continuous,C,100,240.0,66.66666666666667,0.35,579,12,12,152.4,500ft,disabled,1080,186,894,644,644,2243,64462,2887,1451.6084074530722,849.9002551551062,1142.0113744154075,1114.9002633042962,746.5782119176317,1861.478475221929,4750.000000000002,1059,0.0,0.5861111111111111,0.0,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,506,574,100,10.8,16,S2_cycle0002_C_seed1202,2,1202,C
S2,continuous,D,100,240.0,66.66666666666667,0.35,557,12,12,152.4,500ft,disabled,1080,304,776,44,30,1614,26616,1644,1537.2871680668086,715.9979862329683,1164.7349880241247,1144.2905435796804,596.5104570341146,1740.801000613793,4911.17041701022,1070,0.051161366420158866,0.8296296296296296,0.032407407407407406,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,526,554,100,10.8,15,S2_cycle0002_D_seed1203,2,1203,D
S2,continuous,A,100,240.0,66.66666666666667,0.35,562,12,12,152.4,500ft,disabled,1080,16,1064,1581,1581,7955,149035,9536,1490.4249324305615,878.4627212786215,1044.1519573536932,1044.1519573536932,796.9489641516136,1841.1009215053064,4198.97150029914,1067,0.0,0.0,0.0,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,521,559,100,10.8,15,S2_cycle0003_A_seed1300,3,1300,A
S2,continuous,B,100,240.0,66.66666666666667,0.35,519,12,12,152.4,500ft,disabled,1080,37,1043,15,0,6174,79171,6174,1475.640356730093,888.9438788346731,1046.0302710530414,1046.0302710530414,802.4319974752938,1848.4622685283352,4235.426753010877,1067,0.009594944039681272,0.7231481481481481,0.013888888888888888,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,514,566,100,10.8,15,S2_cycle0003_B_seed1301,3,1301,B
S2,continuous,C,100,240.0,66.66666666666667,0.35,560,12,12,152.4,500ft,disabled,1080,143,937,612,612,2169,34252,2781,1469.749919380178,799.9889472032113,1139.2097918266588,1110.765347382214,698.5457160397588,1809.3110634219731,3668.4409729013914,1064,0.0,0.6092592592592593,0.0,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,520,560,100,10.8,14,S2_cycle0003_C_seed1302,3,1302,C
S2,continuous,D,100,240.0,66.66666666666667,0.35,549,12,12,152.4,500ft,disabled,1080,210,870,51,17,2295,38060,2312,1620.6695067113876,812.2278088895305,1126.3346062149649,1097.167939548298,671.7112334806936,1768.879173028992,4037.7101845945817,1065,0.033483191929760396,0.787962962962963,0.05185185185185185,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,524,556,100,10.8,14,S2_cycle0003_D_seed1303,3,1303,D
S2,continuous,A,100,240.0,66.66666666666667,0.35,576,12,12,152.4,500ft,disabled,1080,13,1067,2403,2403,8384,144472,10787,1489.542575475608,815.6146566578401,1081.918098807757,1081.918098807757,733.7803884295539,1815.69848723731,3711.2054372471393,1069,0.0,0.0,0.0,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,522,558,100,10.8,15,S2_cycle0004_A_seed1400,4,1400,A
S2,continuous,B,100,240.0,66.66666666666667,0.35,572,12,12,152.4,500ft,disabled,1080,55,1025,79,0,6612,114303,6612,1272.3251264063972,847.0389879136,1125.8485484762455,1125.8485484762455,768.3783942754789,1894.2269427517278,4498.703675915949,1065,0.1505781560220476,0.6731481481481482,0.07314814814814814,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,518,562,100,10.8,14,S2_cycle0004_B_seed1401,4,1401,B
S2,continuous,C,100,240.0,66.66666666666667,0.35,556,12,12,152.4,500ft,disabled,1080,174,906,557,557,2109,76833,2666,1558.433427823394,853.3181864505899,1108.4993306296242,1081.8882195185126,733.3923638669096,1815.280583385421,5436.124985343022,1065,0.0,0.5805555555555556,0.0,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,512,568,100,10.8,17,S2_cycle0004_C_seed1402,4,1402,C
S2,continuous,D,100,240.0,66.66666666666667,0.35,564,12,12,152.4,500ft,disabled,1080,319,761,32,5,1542,29750,1547,1586.1367164083579,781.7848149078375,1135.9038707070583,1116.7927595959477,669.1532011522951,1785.9459607482409,4093.408191204686,1069,0.046815126901233836,0.8981481481481481,0.026851851851851852,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,531,549,100,10.8,15,S2_cycle0004_D_seed1403,4,1403,D
S2,continuous,A,100,240.0,66.66666666666667,0.35,587,12,12,152.4,500ft,disabled,1080,27,1053,1132,1132,7916,160817,9048,1014.2748027802406,842.3339356608656,1066.1458791989814,1066.1458791989814,780.1482860366779,1846.2941652356592,4947.158044209891,1069,0.0,0.0,0.0,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,531,549,100,10.8,15,S2_cycle0005_A_seed1500,5,1500,A
S2,continuous,B,100,240.0,66.66666666666667,0.35,552,12,12,152.4,500ft,disabled,1080,45,1035,16,0,5062,61443,5062,1397.5722906231579,804.9351402702423,1073.9267282897888,1073.9267282897888,722.00114762644,1795.927875916229,4079.3036119101707,1071,0.004653534675063148,0.7361111111111112,0.014814814814814815,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,530,550,100,10.8,15,S2_cycle0005_B_seed1501,5,1501,B
S2,continuous,C,100,240.0,66.66666666666667,0.35,579,12,12,152.4,500ft,disabled,1080,131,949,470,470,1703,26821,2173,1537.4226539058748,770.6414633773143,1120.7746108960137,1094.1634997849026,649.2801426630166,1743.4436424479188,4242.067449435628,1070,0.0,0.6129629629629629,0.0,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,525,555,100,10.8,15,S2_cycle0005_C_seed1502,5,1502,C
S2,continuous,D,100,240.0,66.66666666666667,0.35,583,12,12,152.4,500ft,disabled,1080,312,768,19,19,1751,42821,1770,1714.8607762610982,830.5589120101793,1105.4761523986604,1080.031707954216,706.4999316663209,1786.5316396205374,4032.593250627935,1063,0.006854129441668251,0.8814814814814815,0.011111111111111112,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,517,563,100,10.8,14,S2_cycle0005_D_seed1503,5,1503,D
S2,continuous,A,100,240.0,66.66666666666667,0.35,556,12,12,152.4,500ft,disabled,1080,14,1066,1354,1354,6748,100225,8102,1312.6970230338018,804.1594813644003,1070.4319667031975,1070.4319667031975,740.0723893446018,1810.504356047804,3425.66044085093,1066,0.0,0.0,0.0,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,527,553,100,10.8,14,S2_cycle0006_A_seed1600,6,1600,A
S2,continuous,B,100,240.0,66.66666666666667,0.35,526,12,12,152.4,500ft,disabled,1080,55,1025,35,0,4945,64821,4945,1291.4617533974506,838.2433699431908,1070.986437127846,1070.986437127846,757.3338452297394,1828.3202823575841,4518.707252379725,1070,0.01345938304223961,0.4787037037037037,0.032407407407407406,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,519,561,100,10.8,16,S2_cycle0006_B_seed1601,6,1601,B
S2,continuous,C,100,240.0,66.66666666666667,0.35,557,12,12,152.4,500ft,disabled,1080,144,936,697,697,1771,36219,2468,1642.6163889272077,765.9284469786581,1145.0888109880707,1123.6443665436257,652.355638048023,1776.0000045916527,4494.654317407891,1065,0.0,0.5916666666666667,0.0,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,513,567,100,10.8,15,S2_cycle0006_C_seed1602,6,1602,C
S2,continuous,D,100,240.0,66.66666666666667,0.35,574,12,12,152.4,500ft,disabled,1080,243,837,82,69,2164,50429,2233,1450.7141593936062,855.7703901455943,1151.2043115114468,1119.1487559558907,724.7385219921532,1843.8872779480484,4438.076377290645,1064,0.1307624326024494,0.850925925925926,0.03981481481481482,S2,"2000m 중형 도시, 2시간 누적 운항",2000,2000,50,12,100,10800,10,1080,501,579,100,10.8,15,S2_cycle0006_D_seed1603,6,1603,D
